,accX,accY,accZ,gyroX,gyroY,gyroZ
437,352,846,-14529,-1861,-1028,231
438,341,800,-14702,-1248,-227,54
439,398,668,-14842,-629,634,-103
440,596,467,-14844,42,1718,-263
441,822,200,-14760,812,3277,-506
442,929,-84,-14656,1730,5299,-839
443,965,-365,-14500,2748,7487,-1120
444,1060,-666,-14303,3814,9565,-1216
445,1294,-983,-14074,4959,11322,-1124
446,1647,-1281,-13817,6238,12722,-886
447,1970,-1536,-13709,7678,13880,-532
448,2232,-1827,-13788,9160,14821,-35
449,2556,-2172,-13914,10608,15509,705
450,2953,-2486,-14034,12046,16038,1665
451,3239,-2653,-14239,13422,16587,2730
452,3393,-2813,-14387,14417,16988,3885
453,3784,-3247,-14477,14845,16796,5274
454,4651,-3898,-14630,14954,15776,6892
455,5614,-4580,-14627,15046,14200,8406
456,6466,-5217,-14417,15215,12959,9656
457,7190,-5780,-14167,15412,12811,10687
458,7711,-6341,-13793,15524,13860,11512
459,8009,-6935,-13237,15568,15751,12156
460,8152,-7477,-12580,15583,17453,12690
461,8102,-8013,-11812,15454,18984,13107
462,7906,-8733,-10970,15148,20148,13514
463,7635,-9541,-10136,14721,20632,14090
464,7330,-10421,-9320,14211,20390,14831
465,7092,-11407,-8542,13597,19446,15669
466,6830,-12428,-8050,12691,17439,16344
467,6813,-13537,-7650,11424,13630,16534
468,7121,-14414,-7429,10170,8990,16443
469,7707,-15112,-7185,9028,4814,16024
470,8366,-15587,-6885,8130,1056,15207
471,8832,-15899,-6562,7390,-902,14064
472,9009,-16124,-6239,6736,-1137,12672
473,8910,-16266,-5917,6177,-86,11120
474,8558,-16324,-5579,5685,1855,9531
475,8000,-16327,-5273,5238,4171,7953
476,7350,-16285,-4946,4816,6243,6463
477,6724,-16203,-4608,4394,7718,5163
478,6149,-16108,-4279,3942,8498,4087
479,5654,-15988,-3973,3480,8621,3234
480,5249,-15860,-3694,3006,8202,2588
481,4910,-15746,-3445,2542,7417,2114
482,4651,-15675,-3224,2102,6369,1749
483,4518,-15636,-3034,1698,5115,1428
484,4488,-15637,-2932,1311,3727,1125
485,4532,-15683,-2853,905,2175,816
486,4643,-15730,-2802,465,469,462
487,4865,-15803,-2937,-44,-1367,-8
488,5171,-15924,-3244,-702,-3445,-619
489,5541,-16060,-3601,-1542,-5827,-1396
490,5980,-16165,-4154,-2581,-8438,-2331
491,6445,-16250,-4997,-3848,-10871,-3342
492,6863,-16289,-6001,-5338,-13061,-4365
493,7230,-16201,-7213,-6994,-15031,-5303
494,7516,-15989,-8632,-8791,-16805,-6022
495,7704,-15686,-10123,-10638,-18401,-6514
496,7732,-15309,-11588,-12434,-19838,-6738
497,7392,-14924,-12982,-14201,-21131,-6637
498,6883,-14621,-14107,-16028,-22294,-6123
499,6384,-14346,-14910,-17702,-23129,-5214
500,5791,-14040,-15475,-19208,-23195,-4095
501,5113,-13740,-15729,-20564,-22541,-2847
502,4444,-13409,-15723,-21755,-21202,-1540
503,3756,-13043,-15618,-22671,-19291,-308
504,2965,-12701,-15497,-23329,-17038,799
505,2086,-12407,-15380,-23752,-14725,1824
506,1074,-12076,-15506,-23960,-12601,2793
507,807,-11905,-13981,-23977,-10927,3679
508,2378,-12231,-11587,-22684,-8156,4161
509,1701,-12211,-11119,-21441,-4627,4067
510,982,-11642,-12128,-20088,-3024,3562
511,1726,-10269,-12228,-18532,-3296,3548
512,1617,-9115,-12130,-17264,-3572,3360
513,1212,-8119,-12087,-16140,-3419,2829
514,1097,-7183,-12224,-14980,-3635,2480
515,908,-6478,-12327,-13853,-4300,2130
516,692,-5692,-12543,-12604,-5025,1792
517,476,-4903,-12809,-11340,-5633,1515
518,229,-4154,-13037,-10122,-6032,1357
519,-8,-3417,-13230,-8969,-6148,1274
520,-197,-2724,-13430,-7894,-5999,1234
521,-274,-2131,-13586,-6926,-5628,1238
522,-337,-1639,-13784,-6045,-5015,1241
523,-428,-1234,-14008,-5270,-4221,1221
524,-530,-832,-14252,-4567,-3441,1143
525,-605,-452,-14446,-3930,-2744,1000
526,-645,-123,-14568,-3352,-2128,827
527,-581,154,-14601,-2813,-1593,679
528,-402,383,-14611,-2270,-1119,545
529,-181,568,-14700,-1691,-636,391
530,87,673,-14809,-1114,-22,228
531,381,663,-14862,-525,839,28
532,653,567,-14976,112,2107,-224
533,804,339,-15041,761,3752,-527
534,911,-3,-14968,1419,5601,-779
535,1083,-425,-14752,2135,7441,-873
536,1370,-889,-14407,2956,9157,-803
537,1708,-1356,-13980,3985,10789,-660
538,2028,-1800,-13666,5276,12480,-449
539,2349,-2239,-13514,6740,14324,-57
540,2714,-2678,-13358,8283,16168,575
541,3199,-3038,-13139,9906,17828,1441
542,3737,-3310,-13140,11533,19322,2546
543,4330,-3652,-13392,12863,20667,3939
544,5040,-4237,-13478,13577,21877,5693
545,5814,-4971,-13319,13858,22966,7675
546,6548,-5623,-12895,13930,23722,9573
547,7154,-6211,-12242,13797,23858,11142
548,7727,-6801,-11493,13470,23756,12392
549,8241,-7409,-10766,12995,23581,13437
550,8633,-8010,-10096,12408,23277,14331
551,8812,-8637,-9386,11781,22479,15027
552,8861,-9305,-8620,11138,21138,15598
553,8869,-9950,-7836,10551,19445,16076
554,8826,-10637,-7116,9968,17574,16420
555,8745,-11373,-6470,9397,15580,16657
556,8654,-12131,-5891,8848,13473,16811
557,8584,-12893,-5372,8316,11264,16926
558,8552,-13605,-4944,7791,8973,17007
559,8513,-14234,-4597,7195,6429,16948
560,8634,-14818,-4288,6532,3618,16716
561,8918,-15288,-4016,5915,1112,16285
562,9155,-15633,-3782,5376,-519,15596
563,9246,-15880,-3585,4893,-1169,14667
564,9141,-16067,-3398,4437,-1046,13541
565,8859,-16205,-3197,4007,-457,12281
566,8462,-16285,-2963,3612,326,10950
567,7990,-16293,-2712,3250,1146,9589
568,7450,-16259,-2469,2896,1843,8262
569,6914,-16189,-2251,2558,2299,7042
570,6433,-16106,-2049,2233,2484,5982
571,6049,-16021,-1868,1933,2477,5104
572,5724,-15954,-1719,1658,2402,4406
573,5429,-15897,-1590,1409,2321,3879
574,5185,-15852,-1463,1179,2239,3475
575,4995,-15822,-1324,960,2175,3147
576,4826,-15815,-1176,749,2148,2860
577,4692,-15820,-1004,559,2133,2584
578,4598,-15827,-828,397,2120,2298
579,4477,-15817,-761,258,2081,1998
580,4335,-15798,-751,116,1838,1654
581,4325,-15822,-791,-91,1169,1230
582,4527,-15896,-957,-417,23,676
583,4836,-16020,-1330,-929,-1591,-59
584,5290,-16195,-1873,-1685,-3728,-995
585,5973,-16424,-2502,-2745,-6326,-2031
586,6814,-16658,-3142,-4028,-8952,-3081
587,7640,-16797,-3877,-5413,-11096,-4135
588,8258,-16840,-4728,-6841,-12589,-5211
589,8602,-16815,-5641,-8330,-13689,-6301
590,8767,-16724,-6635,-9908,-14781,-7333
591,8828,-16611,-7678,-11599,-16099,-8229
592,8765,-16478,-8685,-13365,-17578,-8936
593,8509,-16272,-9670,-15104,-18980,-9419
594,8014,-15992,-10671,-16768,-20213,-9656
595,7392,-15692,-11501,-18348,-21341,-9602
596,6711,-15310,-12289,-19752,-22330,-9171
597,5838,-14940,-13007,-21004,-23139,-8381
598,5037,-14661,-13429,-22135,-23736,-7232
599,4531,-14310,-13546,-22970,-23842,-5791
600,3853,-13857,-13747,-23506,-23164,-4266
601,2950,-13432,-13939,-23906,-21843,-2718
602,1885,-12998,-14274,-24261,-20194,-1062
603,1009,-12472,-14596,-24551,-18630,661
604,1647,-11917,-12960,-24754,-17275,2431
605,3238,-12330,-11456,-24098,-14584,3927
606,3216,-12019,-11111,-22989,-11791,4544
607,2905,-10928,-11777,-21361,-10196,4126
608,3156,-9296,-11593,-19739,-9556,3803
609,2772,-8104,-11162,-18472,-8702,3532
610,2318,-6796,-11237,-16980,-7770,3134
