accX,accY,accZ,gyroX,gyroY,gyroZ
-9011,-12943,14461,-6374,4462,6572
-8885,-12424,14255,-4942,4290,6158
-8690,-11929,13928,-3579,4055,5797
-8401,-11434,13550,-2307,3748,5469
-8125,-10966,13100,-1145,3506,5125
-7890,-10538,12567,-78,3282,4764
-7652,-10134,11913,890,2978,4445
-7417,-9740,11170,1749,2486,4137
-7177,-9401,10439,2454,1715,3839
-6913,-9152,9745,3006,635,3570
-6586,-8953,9080,3418,-784,3332
-6125,-8774,8477,3665,-2544,3109
-5426,-8645,8077,3663,-4554,2915
-4597,-8584,7908,3419,-6557,2660
-3874,-8538,7879,3013,-8280,2279
-3207,-8481,7910,2397,-9637,1886
-2520,-8427,8140,1490,-10713,1538
-1953,-8281,8497,337,-11444,1208
-1751,-8167,8850,-1027,-12064,1055
-1483,-8022,9297,-2475,-13492,1403
-906,-8042,9930,-3982,-15224,2018
-245,-8124,10637,-5290,-16445,2489
489,-8218,11449,-6481,-16938,3051
1226,-8299,12235,-7570,-16493,3831
1701,-8363,12808,-8634,-14982,4866
1912,-8535,13200,-9691,-13725,5893
2279,-8692,13644,-10710,-13660,6903
2903,-8911,14130,-11714,-13985,7832
3555,-9097,14517,-12574,-14267,8442
4038,-9209,14757,-13386,-14238,8868
4237,-9443,14724,-14173,-14057,9092
4488,-9707,14690,-14999,-14529,9534
4868,-10155,14757,-15726,-15429,10021
5208,-10687,14852,-16046,-16312,10359
5492,-11197,14872,-16001,-16890,10661
5627,-11686,14624,-15693,-17287,10935
5767,-12149,14240,-15116,-17996,11051
6063,-12597,13869,-14384,-18725,11061
6531,-13018,13531,-13552,-19228,11007
7017,-13349,13209,-12647,-19320,10861
7437,-13584,13026,-11711,-18988,10552
7774,-13745,12925,-10732,-18198,10052
8018,-13857,12810,-9693,-16923,9347
8235,-13976,12823,-8644,-15218,8513
8329,-14156,13042,-7557,-13065,7612
8230,-14378,13337,-6314,-10422,6644
8149,-14706,13740,-4938,-7292,5689
8033,-15151,14244,-3284,-3686,4656
7760,-15638,14731,-1286,-41,3535
7261,-16310,15268,859,3239,2581
6665,-17095,15871,3317,6192,1930
6086,-17880,16607,6153,8396,1545
5457,-18560,17380,8815,9989,1274
4762,-19011,17985,11210,11197,1124
4062,-19201,18435,13366,12083,1127
3400,-19149,18726,15306,12718,1292
2734,-18820,18873,17052,13187,1552
2069,-18405,18942,18623,13437,1814
1448,-17761,18622,20038,13385,2046
954,-16747,18105,21311,12839,2177
667,-15645,17655,22456,12019,2167
595,-14507,17177,23487,11439,2004
601,-13321,16501,24415,11373,1616
478,-12055,15618,25250,11798,1099
214,-10728,14697,26002,12430,667
-160,-9417,13743,26679,13009,413
-645,-8066,12642,27287,13305,298
-1170,-6678,11396,27835,13078,280
-1524,-5271,10317,28329,12236,345
-1676,-4049,9477,28772,11049,236
-1759,-2919,8630,29172,9954,-313
-1937,-1832,7530,29531,9168,-1438
-2289,-907,6389,29855,8457,-3037
-2827,-194,5283,30146,7618,-4625
-3493,360,4185,30408,6670,-5731
-4067,806,3192,30644,5615,-6127
-4441,1108,2275,30708,4459,-5998
-4727,1293,1448,30728,3052,-5748
-5048,1331,639,30897,1260,-5611
-5338,1369,-247,31084,-778,-5499
-5494,1368,-1188,31250,-2690,-5329
-5634,1368,-2035,31399,-4411,-5176
-6005,1078,-3035,30730,-4843,-5059
-6637,762,-4163,29773,-4779,-4929
-7285,452,-5299,28521,-4565,-4587
-7883,107,-6339,26933,-4304,-3948
-8487,-238,-7365,25064,-4007,-3002
-9037,-606,-8393,22927,-3814,-1744
-9506,-990,-9462,20547,-3838,-183
-10014,-1434,-10722,17947,-4131,1646
-10654,-1922,-12356,15107,-4690,3723
-11106,-2537,-14036,11874,-5589,6112
-11178,-3317,-15367,8129,-6832,8777
-10906,-4229,-16544,4040,-8235,11176
-10327,-5167,-17629,359,-9669,13335
-9118,-6112,-17919,-2953,-10887,15279
-7386,-7188,-17227,-5934,-11264,17027
-5902,-8493,-16276,-8618,-10466,18601
-4770,-10706,-15795,-11032,-8971,20018
-4026,-12912,-14476,-13206,-7874,21293
-3408,-14897,-10988,-15162,-7636,22440
-3041,-16684,-6612,-16922,-6814,23473
-1653,-18293,-2674,-18507,-4988,24402
-1309,-18592,869,-19933,-2063,24669
-1576,-18618,4019,-19913,1036,23467
-1764,-18370,6894,-19152,3127,21263
-2347,-17738,9215,-17768,5768,18859
-3288,-16925,10780,-16244,8468,16540
-4608,-16100,11577,-14776,10897,14346
-5940,-15427,11995,-13518,11955,12391
-6781,-14820,12285,-12370,11473,10857
-7030,-14174,12552,-11190,10186,9617
-7202,-13640,12559,-9959,9056,8475
-7373,-13120,12235,-8640,8030,7468
-7330,-12658,11785,-7323,6587,6634
-7104,-12263,11355,-6074,4838,5853
-6899,-11953,10889,-4915,3185,5077
-6672,-11744,10504,-3923,1695,4353
-6312,-11665,10218,-3119,315,3675
-6029,-11625,9995,-2441,-940,2988
-5773,-11500,9869,-1872,-2302,2331
-5374,-11467,9984,-1665,-3716,1831
-5055,-11439,10150,-1605,-5292,1341
-4818,-11020,10302,-1603,-6933,882
-4454,-10329,10430,-1856,-8542,491
-3891,-9718,10658,-2642,-9993,418
-3227,-9322,11171,-3859,-11192,611
-2621,-8963,11757,-5171,-11849,896
-2165,-8554,12181,-6435,-12033,1206
-1752,-8293,12389,-7778,-12299,1615
-1229,-8315,12586,-9284,-13236,2171
-530,-8614,12862,-10793,-14989,2805
259,-8981,13112,-12037,-16767,3445
1107,-9336,13338,-12976,-18367,4135
1987,-9740,13491,-13629,-19807,4918
2868,-10138,13534,-14033,-21103,5840
