meanaccX,maxaccX,minaccX,varaccX,medianaccX,25thpaccX,75thpaccX,meanaccY,maxaccY,minaccY,varaccY,medianaccY,25thpaccY,75thpaccY,meanaccZ,maxaccZ,minaccZ,varaccZ,medianaccZ,25thpaccZ,75thpaccZ,meangyroX,maxgyroX,mingyroX,vargyroX,mediangyroX,25thpgyroX,75thpgyroX,meangyroY,maxgyroY,mingyroY,vargyroY,mediangyroY,25thpgyroY,75thpgyroY,meangyroZ,maxgyroZ,mingyroZ,vargyroZ,mediangyroZ,25thpgyroZ,75thpgyroZ,label
10122.76,12064,6372,2002739.7024,10679,9763.0,11006.0,-8513.44,-3106,-16736,15894252.7264,-8187,-11746.0,-5079.0,3734.72,6545,1412,2185339.3216,3377,2738.0,4593.0,-3299,5659,-14585,53277372.4,-1413,-10688.0,3466.0,1490.2,12359,-5788,12138516.639999999,662,-118.0,2672.0,-294.48,11465,-9241,47587701.5296,-3001,-5670.0,6299.0,4
8939.48,12659,5236,3710835.5296,9199,7924.0,10342.0,-7157.16,-1811,-18944,23333854.6944,-6004,-9921.0,-3012.0,-62.48,3206,-2316,3420276.8096000003,-755,-1543.0,1813.0,-3264.64,5520,-14432,38876353.270399995,-2974,-7786.0,2093.0,2341.52,11933,-5556,20034699.1296,2618,-1209.0,4829.0,-2361.44,11626,-13316,46287027.9264,-3914,-6979.0,2044.0,4
8635.84,13236,5721,2942533.1744,8358,7563.0,9081.0,-7242.48,-2332,-17341,18061366.0896,-6092,-9632.0,-3840.0,1418.12,5559,-1012,2981328.6656,935,102.0,2639.0,-4055.84,3436,-15997,35034674.3744,-3086,-8088.0,952.0,2709.72,11306,-4505,15961856.2016,2800,-98.0,3941.0,-3333.68,9547,-14589,49135356.0576,-4718,-8501.0,2085.0,4
9012.16,13094,4670,3536594.4544,9075,7595.0,10311.0,-7471.4,-2610,-17745,18188308.4,-6144,-9772.0,-4120.0,1845.16,4808,-217,2831401.1744000004,1293,307.0,3363.0,-3720.76,3784,-14501,35638359.3024,-2459,-8751.0,1649.0,1156.08,9252,-4475,11502464.3936,356,-1352.0,3736.0,-2905.96,10968,-12586,46380814.678399995,-4879,-8080.0,1550.0,4
9592.92,13215,4784,3397570.2336,9655,8793.0,10609.0,-6998.6,-2319,-17846,20077113.6,-5659,-9212.0,-3259.0,1234.72,5018,-1166,3774043.0015999996,453,-311.0,2456.0,-3339.92,4210,-13909,33909337.4336,-2452,-8299.0,2073.0,553.88,9583,-5302,13771360.9056,70,-2363.0,2129.0,-3322.84,10208,-12765,40327208.0544,-4599,-8220.0,-424.0,4
8354.6,10955,4922,2498276.32,8421,6955.0,9709.0,-7813,-2384,-18893,25044552.4,-6011,-10564.0,-3845.0,1854.52,4928,-1064,2607639.4496,1319,806.0,3321.0,-3009.12,2806,-13338,21716710.3456,-2554,-5325.0,1021.0,1285.84,7560,-7155,11420903.8144,1237,-101.0,3497.0,-5097.04,7948,-13718,37918689.6384,-5782,-10196.0,-1119.0,4
7903.16,10955,4556,2100712.6144,7925,7371.0,8959.0,-6901.76,-2221,-16500,17431422.9824,-5795,-10041.0,-3369.0,5224.32,8905,3488,2918725.4976,4426,3968.0,6140.0,-5500.76,3252,-16500,45385543.2224,-4312,-11408.0,-191.0,-1098.36,6715,-4996,9735622.5504,-2436,-2853.0,1057.0,-2715.56,7592,-11142,33033097.6864,-4252,-6619.0,2146.0,4
9785.12,12305,5353,3888409.6256,10254,8095.0,11342.0,-7098.16,-1935,-16696,18040355.174399998,-6213,-10314.0,-3576.0,2281.52,6344,521,2980155.4496,1644,824.0,2692.0,-5677.08,694,-15256,31835081.2736,-3606,-11116.0,-746.0,211.52,7229,-5277,10106973.6896,28,-1914.0,2346.0,-3092.2,11885,-15514,76453481.92,-5084,-9697.0,4676.0,4
10735.4,12602,5787,4067471.6,11672,9361.0,12315.0,-7623.68,-2578,-16882,16381343.4176,-6810,-10255.0,-4492.0,2752.88,6464,-29,3733246.0256000003,2424,1194.0,4115.0,-5835.2,263,-14896,29103358.639999997,-3730,-11353.0,-1030.0,-1037.72,5660,-6530,7184593.3216,-718,-2573.0,-289.0,-2968.4,11599,-14716,73994789.2,-4720,-10188.0,5270.0,4
7849.2,11861,4534,2824805.04,7908,6957.0,8881.0,-7551.96,-2876,-17524,16839808.9184,-6699,-9658.0,-3891.0,2057.56,7558,-415,6846289.606400001,1020,-124.0,3484.0,-5611.04,2205,-16593,38911273.718399994,-3819,-10894.0,-519.0,-115.6,4474,-5902,6766457.2,24,-2035.0,803.0,-3336.68,6381,-13795,38426959.8976,-4536,-8151.0,2393.0,4
9263.64,11935,2515,9217725.4304,10821,8383.0,11115.0,-13832.28,-10315,-16640,2813374.4416,-14014,-15286.0,-12397.0,-4124.6,2153,-8031,12414000.24,-5202,-6654.0,-1209.0,-7413.6,4931,-16869,38383281.839999996,-8536,-10959.0,-4488.0,-4894.76,2497,-12066,21422225.0624,-4554,-9638.0,-1388.0,-2733.08,8935,-9398,25016710.1536,-4156,-6028.0,-310.0,5
8152.48,10712,3573,6230925.8496,9618,6064.0,9923.0,-13419.16,-9708,-18755,6762642.9344,-14105,-15781.0,-10883.0,-5259.72,-99,-9445,10470851.1616,-6707,-7901.0,-1626.0,-10017.84,-1231,-17719,19994677.4144,-9897,-12445.0,-6710.0,-3752.48,2891,-9160,15826974.0896,-4467,-7824.0,-424.0,-3718.92,1501,-9174,8516974.3136,-3812,-5236.0,-1729.0,5
8046.56,11389,3431,5885344.1663999995,8883,5975.0,9584.0,-13946.08,-10660,-19150,3802936.5536,-13535,-15348.0,-12534.0,-5050.72,-103,-10146,9986704.6016,-5353,-7614.0,-1902.0,-10053.04,3056,-18795,28168451.5584,-11229,-12977.0,-6477.0,-3052.88,2012,-8632,13912064.8256,-2879,-6524.0,515.0,-3233.24,4187,-8617,10954645.0624,-3698,-5866.0,-1133.0,5
7937.8,10794,3154,6992949.68,9395,4948.0,9944.0,-12659.08,-8808,-17310,5934846.6336,-13070,-14809.0,-10708.0,-4266.6,673,-8657,9825197.12,-5571,-6924.0,-871.0,-12056.56,-5476,-19602,18200370.6464,-12226,-14501.0,-8486.0,-3531.52,904,-8147,8743019.9296,-3838,-6131.0,-1122.0,-4638.04,699,-10005,9990658.4384,-4786,-6727.0,-2504.0,5
6853.2,9306,2660,5670868.88,8345,4241.0,8684.0,-14108.64,-10424,-18294,5067353.6704,-14442,-16036.0,-11953.0,-3968.12,610,-8174,8613231.7056,-5463,-6232.0,-777.0,-11471.88,-3268,-19091,20519202.4256,-11922,-14007.0,-7578.0,-2407.56,1873,-7084,10153835.7664,-1876,-5604.0,795.0,-4192.68,2425,-8024,9849682.5376,-5132,-7153.0,-1815.0,5
7275.64,9525,3614,4104114.7904000003,8467,4932.0,8739.0,-14748.08,-10976,-18832,6257189.7536,-15069,-16906.0,-12103.0,-3682.8,95,-7547,5723933.92,-4148,-5407.0,-1542.0,-10378.12,-1886,-19039,23988950.825600002,-11066,-14082.0,-6333.0,-2067.72,1539,-7294,8073743.4816000005,-1353,-4251.0,336.0,-2870.44,5378,-8547,16215728.5664,-4451,-5980.0,-115.0,5
7159.52,9727,2823,5239549.3696,8470,5342.0,8951.0,-14159.28,-9721,-19005,6909242.2016,-13961,-15959.0,-11836.0,-2942.48,286,-7451,4975749.7696,-3223,-4257.0,-1107.0,-12074.44,-4238,-20789,22475852.7264,-12429,-15619.0,-8476.0,-1887.84,2893,-7709,13322784.0544,-197,-6124.0,1238.0,-4473.72,6011,-9777,22841920.2016,-5891,-8082.0,-1114.0,5
7983.48,10643,3688,5420238.5696,9100,5871.0,9745.0,-13373.68,-10248,-17972,4953692.2176,-13473,-15257.0,-11032.0,-4340.28,497,-8580,9956636.7616,-6201,-6813.0,-687.0,-11223.44,-1738,-18887,20278340.4064,-11077,-13980.0,-7919.0,-2587.2,1570,-6890,7793214.24,-2622,-5281.0,234.0,-4416.68,3323,-12150,19938167.2576,-5140,-6885.0,-579.0,5
7160.08,9617,3327,4864248.2336,8527,5052.0,8995.0,-14097.64,-9848,-18413,5276899.2704,-14594,-16110.0,-12016.0,-2768.8,508,-7006,5159224.72,-3452,-4617.0,-769.0,-11071.32,-3392,-19261,20963254.0576,-11646,-14241.0,-7463.0,-2769.48,1730,-8444,11771241.8496,-2593,-6204.0,486.0,-4249.84,4665,-9074,18862172.3744,-5911,-7770.0,-1776.0,5
7625.8,10265,3025,6082963.68,8844,5623.0,9372.0,-13669.4,-10147,-17384,4935094.08,-13445,-15692.0,-11625.0,-3253.96,965,-7318,6518794.1984,-3501,-5228.0,-951.0,-10261.16,966,-18105,23877140.0544,-10755,-13673.0,-6155.0,-2642,1382,-5396,4770705.12,-2881,-4669.0,-747.0,-3611.44,4331,-8804,16618308.2464,-4265,-7289.0,255.0,5
5172.04,12231,-1690,21602341.5584,6091,898.0,9688.0,-6423.36,46,-19418,32352151.430399995,-4957,-10184.0,-1677.0,345.28,1778,-953,933473.4816,-60,-493.0,1277.0,-7031.12,-5841,-8657,861931.3056,-6853,-7902.0,-6288.0,3358.96,6935,-1552,4320093.7984,3292,1843.0,4719.0,-32.64,21617,-21935,267962040.0704,1516,-18148.0,16159.0,3
6686.48,11546,-124,15028106.4096,8591,3212.0,10045.0,-6728.76,388,-18345,29966059.4624,-6285,-11307.0,-1688.0,330.6,2706,-1168,1954635.3599999999,-99,-882.0,1627.0,-7941.16,-6547,-10492,1126168.1344,-7918,-8299.0,-6996.0,3440.36,6679,-706,3535445.2704000003,3780,1918.0,4439.0,4376.32,21829,-21850,276154830.0576,10990,-14298.0,19512.0,3
5830.4,11980,-140,14947529.84,7388,2320.0,9091.0,-7054.4,-511,-18846,29381421.599999998,-5746,-11014.0,-2014.0,1398.44,3689,160,1494018.3264,922,342.0,2287.0,-8837.52,-6514,-11073,2549208.8896,-9019,-10372.0,-7396.0,4330.04,6810,1586,1957762.5984,4331,3452.0,5388.0,2028.4,21548,-21690,265498267.84,5531,-15172.0,18293.0,3
6119.28,12223,207,14939685.8016,7218,2310.0,9718.0,-6780.8,97,-19226,31879358.480000004,-5945,-10531.0,-1900.0,1091.4,2858,-160,1052889.6,735,278.0,1978.0,-6885.8,-4853,-9530,2131077.44,-6622,-7874.0,-5705.0,2156.96,5717,-2975,4448858.2784,2245,737.0,3456.0,1726.84,21186,-21899,258765400.8544,4684,-15659.0,17843.0,3
5355.52,12799,4,16151640.0896,5430,1287.0,8887.0,-5513.08,1880,-21456,51892682.0736,-3121,-8238.0,531.0,767.28,2792,-306,698221.2416,380,276.0,1327.0,-7206.64,-5909,-9462,866398.3104,-7080,-7719.0,-6575.0,4405.24,7150,1741,3089866.9824,4554,3159.0,5974.0,-1330.04,22410,-22215,249126266.5984,-2443,-16881.0,13924.0,3
5638.32,13309,-202,16338373.0176,5461,1855.0,8908.0,-4203.56,3215,-18853,43807872.5664,-2859,-7584.0,1206.0,878.84,2918,-381,1184306.9344,640,-186.0,1688.0,-8693.92,-7814,-10427,464820.7936,-8505,-9150.0,-8157.0,3387.56,7329,1118,3241257.1264,3097,2081.0,4454.0,-1464.96,21830,-23572,260121370.9984,-633,-19168.0,13741.0,3
6580.8,12537,-310,18601922.0,8248,2625.0,10476.0,-8690.84,-2496,-20448,25065967.6544,-7882,-11570.0,-4535.0,488.36,1327,4,126244.9504,555,150.0,680.0,-6390.4,-3789,-9728,4517449.92,-5697,-8652.0,-4288.0,1513.8,5745,-1094,3729167.1999999997,1299,64.0,2560.0,2666.68,20436,-21224,242750956.4576,6932,-13671.0,17512.0,3
5770.48,12399,-207,15481027.1296,7053,1916.0,8966.0,-8002.64,-925,-20129,31252748.790400002,-7237,-12134.0,-3232.0,1119.88,3086,133,1308250.6656,520,222.0,2253.0,-8487.08,-5539,-11235,3066192.0736000002,-8787,-9459.0,-6995.0,3979.72,7413,-2324,6953502.6816,4281,2046.0,6285.0,1640.96,21305,-20989,256413742.51839998,4381,-15744.0,17681.0,3
-1511.24,11990,-11092,34699940.182399996,-1397,-4191.0,-59.0,-9944.64,-4486,-20779,21264243.8304,-8902,-13014.0,-6148.0,-1187.4,4671,-11298,25827219.6,-338,-5446.0,3572.0,4172.84,18380,-8626,104198159.3344,-1520,-4626.0,15710.0,6067.2,11206,-1496,13453932.64,6246,3832.0,9323.0,-6599.52,5874,-23119,123209398.6496,1141,-19532.0,2675.0,1
883.44,13194,-6700,25091790.5664,1205,-2843.0,2991.0,-11092.72,-1974,-23599,36719323.2416,-11805,-13898.0,-6095.0,558.4,9528,-10509,53252431.52,-559,-5738.0,8375.0,1706,18031,-8639,97756240.24,-3958,-5791.0,12283.0,7003,11204,1478,7983354.72,6966,5386.0,9655.0,-3741.24,7288,-22979,116099544.6624,2344,-15208.0,4438.0,1
824,10733,-7104,16670682.88,1710,-1136.0,2213.0,-8387.68,-1266,-22625,39503642.3776,-7885,-11741.0,-2421.0,1411.56,7990,-9392,37097923.6064,3553,-3694.0,7061.0,2382.04,19269,-6283,98502588.7584,-3487,-4823.0,14343.0,6154.24,11949,-1189,16127447.2224,6530,3187.0,8809.0,-3396.88,6880,-22087,110341770.58559999,2639,-15942.0,3910.0,1
422.68,11894,-6410,22109502.0576,374,-2462.0,1566.0,-7671.44,-620,-21014,32291676.9664,-6567,-9156.0,-3300.0,967.72,7968,-7956,32060774.361599997,806,-4214.0,6936.0,4092.44,19484,-5799,97926195.1264,-3203,-4063.0,15505.0,6309.48,11179,494,8375965.7696,6306,4319.0,8070.0,-5176.04,6207,-23546,118988319.3984,2716,-18285.0,3072.0,1
271.96,12445,-7287,22815654.0384,579,-3161.0,2681.0,-8221.96,-1805,-19734,22125232.5984,-7601,-10830.0,-4927.0,515.76,9072,-9465,47988212.9824,-875,-5588.0,8155.0,1985.84,17772,-7771,91769233.57440001,-3803,-5464.0,11799.0,6563.44,13189,586,15184852.5664,6471,3485.0,9148.0,-4453.2,5772,-23475,117368076.96,2431,-15061.0,3987.0,1
1079.08,13060,-6699,25813147.4336,1713,-1748.0,3004.0,-9301.28,-603,-21558,31265439.2416,-9012,-11883.0,-5156.0,708.28,8875,-9255,42489019.0816,229,-5234.0,7785.0,3327.96,18444,-7075,97036676.8384,-2852,-4929.0,14684.0,5382.96,10283,1104,7911269.8784,4581,3324.0,8013.0,-5175.04,6837,-23774,121525860.1984,1681,-18146.0,3548.0,1
-139.24,13439,-8393,34026540.9824,-991,-3740.0,1458.0,-6901.16,1054,-21120,38823805.6544,-5012,-8768.0,-3047.0,-204.52,8456,-8382,32242030.3296,-146,-5289.0,5142.0,4167.24,17402,-7228,98503424.9024,108,-5101.0,15321.0,6091.16,9115,2334,3972259.5744,6488,4453.0,7809.0,-6483.16,6827,-23496,134074386.6944,-584,-19639.0,3759.0,1
5500.4,8456,1787,5559464.64,6294,3069.0,7627.0,-7748.8,1687,-15384,45793769.199999996,-8869,-15029.0,-511.0,7211.4,8763,2413,3153833.76,7966,7133.0,8294.0,-10632.2,-3913,-15884,15922798.879999999,-11020,-14495.0,-7971.0,-4461.92,1896,-12071,18554078.9536,-3772,-7977.0,-768.0,6345.84,10115,2545,7102293.0144,6432,4070.0,8872.0,1
1359.76,13349,-6095,23849847.6224,1636,-1925.0,3051.0,-8399.44,-1642,-19757,23197686.2464,-8076,-9896.0,-5272.0,1181.84,9695,-8080,44021155.2544,-717,-5014.0,8626.0,366.76,14859,-10458,86571899.9424,-4760,-7261.0,11207.0,6898.36,11179,971,8417707.6704,6968,5127.0,9032.0,-4115.28,8848,-23345,140623214.6016,2977,-18584.0,5476.0,1
660.64,11939,-7622,23110670.1504,1782,-2247.0,2844.0,-8468.96,-1722,-19792,24434016.9184,-8486,-10483.0,-4421.0,-23.96,8185,-9502,46082064.9984,-1075,-6519.0,7278.0,-663.08,13072,-10154,69626203.4336,-5314,-6962.0,8472.0,6374.4,12089,334,11385679.68,6358,3719.0,8763.0,-3599.72,7873,-22691,119214487.88159999,2864,-14589.0,4540.0,1
5204,7983,1143,3024880,5495,4279.0,6667.0,-11101.24,-4949,-21928,26098401.3824,-9982,-15329.0,-6763.0,-1047.48,1919,-3254,1290036.6496,-1223,-1806.0,-622.0,3492.68,15621,-13133,90986217.7376,6098,-4644.0,12260.0,-2252.8,3644,-9695,8270951.92,-2468,-3230.0,-79.0,-1539.96,12489,-8781,34993016.358399995,-3293,-6072.0,655.0,4
6712.04,11732,2895,3875412.9984,7048,5588.0,7564.0,-10879.84,-4861,-19668,20558039.0144,-10126,-14748.0,-6765.0,1179.16,6539,-337,2132044.8544,729,290.0,1773.0,2294.88,15122,-13085,100765087.70560001,2936,-7344.0,11961.0,-2152.64,5298,-10438,10383465.6704,-1865,-2881.0,-888.0,-279.16,10776,-8469,40460659.5744,-1311,-6059.0,5362.0,4
5784.56,8387,2140,1714231.2864,5937,5751.0,6669.0,-10039.24,-4215,-19651,22411959.3824,-9342,-14185.0,-5986.0,1910.36,3611,504,861767.1904,1976,1088.0,2546.0,2795.88,15473,-14158,96867936.1856,5032,-5865.0,11691.0,136.2,6448,-4179,6197525.68,-484,-1463.0,1166.0,473.12,9420,-3122,14988924.8256,-1615,-2275.0,2292.0,4
7360.24,9595,4096,2473009.4624,7921,7020.0,8169.0,-9246.64,-3795,-20127,24887867.0304,-8115,-12542.0,-4772.0,3357.08,3756,2949,52054.7936,3366,3162.0,3496.0,4947.56,17413,-11971,93508969.6864,6280,-3222.0,14545.0,-1376,10095,-9380,23566744.8,-2801,-4262.0,-473.0,1943.96,9567,-1661,10295387.7184,927,-384.0,2839.0,4
6619.96,10378,1157,7035515.2384,7281,4679.0,8960.0,-7983.2,-2306,-19970,30193737.679999996,-5760,-11473.0,-3603.0,2145.76,3434,462,792624.5824,2310,1501.0,3036.0,6172.44,14001,-4871,33455847.846399996,5399,1682.0,11666.0,1037.68,9397,-5191,16879051.1776,420,-2127.0,3655.0,-3462.24,2107,-8508,7770974.0224,-2539,-5202.0,-2011.0,4
4326.44,7337,1302,1890935.4464,4553,3678.0,5325.0,-7232.32,-2312,-18965,23274693.2576,-5610,-9281.0,-3346.0,3561.04,4766,1892,799388.3584,3560,2844.0,4461.0,5403.72,15575,-9995,61641608.7616,6279,225.0,12433.0,2365.36,12754,-5381,17225848.5504,1088,-97.0,4279.0,-717.76,3785,-4803,2806041.6224,-1018,-1411.0,-349.0,4
4495.72,6809,2100,1411640.0415999999,4625,3893.0,5140.0,-8239.44,-2396,-20399,31655679.606399998,-6551,-11324.0,-3373.0,3730.36,4743,2166,541741.3504,3927,3063.0,4274.0,5928.4,15360,-10532,65236701.52,7270,640.0,14168.0,2028.88,11893,-5202,19741890.505599998,1102,-1204.0,3419.0,2067.56,6110,-63,2469031.3663999997,1747,806.0,3272.0,4
6274.68,8376,2068,3786002.3776,7222,5341.0,7701.0,-9112.04,-3732,-20120,22962780.1184,-8064,-11782.0,-5015.0,3015.2,4504,687,999684.56,3239,2647.0,3667.0,5287.6,17066,-11212,85130795.67999999,6365,-2235.0,13568.0,-118.84,10920,-7759,28335065.2544,-918,-4448.0,3289.0,1900.36,8300,-891,7388095.0304000005,939,-248.0,2557.0,4
3739.08,5723,939,1531505.0336,4070,2933.0,4622.0,-8447.28,-3584,-19076,19709030.6816,-7119,-10885.0,-4701.0,3430.08,4931,1761,902458.8736,3527,2757.0,4068.0,4544.68,16187,-12008,77598709.1776,5482,-1826.0,12196.0,-9.92,9518,-5434,15330575.0336,-1533,-2339.0,964.0,1385.28,8408,-1313,5032405.641600001,715,159.0,1275.0,4
3818.2,6565,1444,1347199.84,4048,3068.0,4466.0,-8805.52,-3451,-17708,21390399.6096,-7437,-12578.0,-4424.0,3684,6587,643,2342755.04,4455,2546.0,4656.0,1429.68,15183,-15322,102000067.6576,3394,-7411.0,10763.0,5.36,6053,-4392,8077671.8304,-866,-1519.0,2171.0,3103.24,8870,862,5653778.5024,2063,1340.0,4137.0,4
4217.88,5110,2981,341748.5056,4233,3996.0,4475.0,-13895.72,-10043,-18330,7830160.3616,-13745,-16434.0,-11145.0,-9181.6,-2867,-12251,9548928.24,-10361,-11437.0,-7878.0,-5183.28,7019,-15834,38811372.6016,-4303,-10778.0,-921.0,-2855.12,8062,-7836,19001669.6256,-3894,-6786.0,-380.0,-1357.52,3789,-4735,3659515.1296,-1826,-1974.0,-236.0,5
3736.96,5937,1176,1220683.2384,3863,3195.0,4425.0,-13699.96,-10790,-17688,3620588.0384,-13802,-15063.0,-11821.0,-10303.56,-3211,-13903,9602196.0864,-11530,-12046.0,-9942.0,-4284.2,8813,-15632,59326274.24,-5308,-10482.0,-619.0,-551.88,9189,-6904,29640736.025599997,-1395,-5741.0,3266.0,234.6,11950,-6019,21881644.0,-861,-1903.0,712.0,5
3696.08,5501,895,1639167.6736,3874,3185.0,4828.0,-13235.8,-10262,-17128,4707841.12,-13065,-15449.0,-11316.0,-9376.96,-2805,-13365,10462293.8784,-9850,-11899.0,-8440.0,-4765.96,9887,-15857,49914858.0384,-5488,-10104.0,-1476.0,-853.84,8247,-6799,22006735.2544,-989,-5575.0,2751.0,-703.32,8106,-6389,12128257.0176,-620,-1196.0,-158.0,5
3877.04,5679,800,1619217.9584,4242,3711.0,4468.0,-14793.04,-11761,-18055,4238625.6384,-14512,-16569.0,-12985.0,-8824.52,-2722,-12372,8251592.7296,-9354,-10964.0,-8066.0,-4505.2,9161,-16374,51763762.08,-4650,-10681.0,-1024.0,-1365.48,6949,-7741,21172608.5696,-939,-5693.0,635.0,-1127.2,8238,-5669,12786778.64,-2390,-3492.0,-305.0,5
4199.52,5634,1654,1502762.3296,4573,4077.0,5001.0,-13226.36,-9929,-16743,4623424.3904,-13027,-15298.0,-11604.0,-8166.4,-3602,-11233,6708405.28,-8621,-10673.0,-6701.0,-3287.44,9492,-16031,52511354.326400004,-3153,-8217.0,-181.0,-1082.52,7058,-6979,17872911.9296,-878,-4664.0,432.0,-1754.08,7742,-5378,12096565.353600001,-2806,-4407.0,-1028.0,5
4182.56,5929,1675,1351871.7664,4240,3880.0,5063.0,-12241.96,-9270,-16005,3795760.1184,-12258,-13670.0,-10764.0,-10041.32,-2508,-13714,10382753.8176,-11090,-11779.0,-10552.0,-5086.4,10036,-16127,58892406.08,-6303,-11393.0,-2197.0,-1149.16,7491,-8188,28379325.4144,-813,-6321.0,2101.0,-1088.6,8854,-6248,14643222.88,-1202,-3320.0,-407.0,5
3795.8,5173,1159,1632716.8,4274,3350.0,4705.0,-14204.16,-11051,-17240,3854546.0544,-13532,-16070.0,-12390.0,-8259.64,-2464,-13065,10401734.7104,-8445,-10871.0,-6288.0,-4722,9699,-15394,41464407.12,-5015,-8359.0,-891.0,-2078.52,8324,-8069,22753394.1696,-1931,-6076.0,991.0,-796.36,6167,-7079,9364914.3104,-187,-847.0,258.0,5
4272.76,6317,1774,1366470.0224,4525,4222.0,4887.0,-13052.36,-9715,-17714,5874551.9904000005,-12810,-15438.0,-11009.0,-9773.68,-3554,-13283,11229749.8176,-11243,-12308.0,-6871.0,-4391.36,11166,-15301,55800026.1504,-4859,-9868.0,-1538.0,-943,8252,-8254,24587288.08,-390,-5826.0,1584.0,-1761.32,7492,-6001,9530423.0976,-2372,-3796.0,-1328.0,5
3812.28,5191,1085,1451246.6816,4236,3752.0,4613.0,-12592.6,-9890,-16541,3762838.32,-12289,-14580.0,-10799.0,-8411.4,-2703,-13061,9179819.36,-8448,-10742.0,-7042.0,-5170.32,9924,-16408,51213258.6976,-5448,-10435.0,-2104.0,-319,8344,-6316,20449798.16,428,-4782.0,3261.0,-499.48,7835,-6047,9892851.5296,-382,-829.0,-243.0,5
4910.32,6745,1727,1806199.0176000001,5208,5023.0,5814.0,-13510.88,-10016,-17079,5935986.9856,-13384,-15671.0,-11219.0,-9203.92,-3573,-12249,8167151.7535999995,-10343,-11516.0,-6792.0,-5653.92,7478,-15958,39088073.3536,-6004,-10656.0,-2117.0,-970.32,6837,-7676,22376631.8976,-804,-5973.0,3037.0,-1421.32,7262,-7541,12031387.5776,-1848,-2826.0,433.0,5
7381.48,11612,1706,10673961.7696,8303,4115.0,10261.0,-12195.92,-6280,-21105,14302390.9536,-12994,-14067.0,-9153.0,-2781.12,-1570,-5726,1061806.1056,-2520,-3420.0,-1975.0,-3827.92,651,-16203,30243364.6336,-1035,-5645.0,-346.0,501.84,5995,-8601,24431942.8544,3000,-4339.0,4017.0,5907.64,19507,-20058,162867866.5504,11805,-2644.0,15829.0,3
6320.68,11003,640,12923555.8176,7441,2779.0,9289.0,-13249.84,-6964,-21447,15701418.6944,-14910,-15741.0,-9276.0,-3159.96,-1786,-6948,1449760.1984,-2860,-3620.0,-2357.0,-5314.92,-142,-18862,39991392.7136,-2113,-8484.0,-664.0,1684.32,7518,-9451,40611148.4576,5287,-3312.0,6631.0,4838.28,19601,-20515,173554374.20160002,10251,-5027.0,14540.0,3
7238.72,12728,661,14709501.9616,8676,4392.0,10616.0,-11532.6,-5605,-19670,16764385.28,-12320,-14486.0,-7958.0,-2694.24,-915,-5550,1514976.2624,-2349,-3771.0,-1728.0,-3329.04,1547,-13266,26637168.438399997,-438,-7567.0,557.0,1197.64,7733,-11517,37648253.910399996,3703,-973.0,5788.0,3630.36,20440,-22035,223039533.3504,9995,-9706.0,16166.0,3
6375.16,10997,379,14874410.3744,7241,2945.0,10203.0,-7728.36,-1756,-16339,20080666.470399998,-7414,-11624.0,-3004.0,-2465.4,-740,-5262,1117711.28,-2417,-3197.0,-1724.0,-4703.6,-115,-17376,31829733.76,-1358,-7758.0,-669.0,1892.4,7504,-10723,28103720.8,3987,-216.0,5746.0,6232.28,21860,-20750,218141180.3616,11768,-5879.0,18989.0,3
6539.16,12247,366,17334157.7344,7329,2406.0,11064.0,-7789.6,-1098,-20638,31498668.240000002,-6718,-10299.0,-2756.0,-1444.84,1868,-8155,7361387.3344,-1394,-2152.0,1001.0,-8015.68,-2405,-19045,32173314.6976,-4518,-12236.0,-3990.0,5281.2,9369,-7785,19150863.28,6428,5456.0,8358.0,3097.2,21602,-21669,252706021.12,6551,-12187.0,18835.0,3
7700.36,12550,737,17982915.4304,9234,3546.0,11594.0,-9957.16,-4781,-20612,18431288.6144,-9670,-12032.0,-6095.0,-1125.88,1335,-5032,2417353.3856,-1354,-1841.0,55.0,-4191.72,746,-12786,19389031.0816,-2275,-7576.0,-760.0,1676.16,6988,-11670,25034158.8544,3752,-614.0,4594.0,5020.6,20264,-20526,220591949.11999997,10995,-8006.0,18433.0,3
6384.2,11539,-344,17662687.76,6862,2498.0,10507.0,-8822.84,-2635,-18567,20950408.9344,-8432,-12402.0,-4483.0,-2384.56,-688,-6829,2306539.4464000002,-2009,-3065.0,-1531.0,-5699.64,1131,-17254,45094889.0304,-2667,-11985.0,260.0,2085.72,8792,-10427,33073176.2816,4450,321.0,5474.0,3251.32,21206,-20574,239743208.6976,8062,-12680.0,17587.0,3
7033.24,12833,1105,12042553.4624,7818,4445.0,10049.0,-8835.96,-2429,-15813,20136950.038399998,-9511,-13348.0,-4395.0,-2081.84,350,-5685,1968690.0544,-1870,-2970.0,-1391.0,-4590.68,118,-13129,20297309.8976,-2099,-8198.0,-1112.0,1770.04,7085,-11952,40236823.7184,4886,-290.0,5973.0,2075.4,20643,-23092,256193243.12,7368,-14613.0,16103.0,3

1550.52,8138,-8601,26514150.3296,4032,-2021.0,5370.0,-20005.4,-17329,-23545,3265408.08,-19577,-21703.0,-18498.0,1664.16,9611,-9307,45207779.8144,4300,-4446.0,7615.0,-6354.64,15666,-20230,148058426.3904,-12061,-15802.0,5302.0,2206.48,11129,-6811,21568540.2496,1644,-318.0,3808.0,250.44,9990,-22190,117226735.60639998,5250,-5299.0,8173.0,1
