,accX,accY,accZ,gyroX,gyroY,gyroZ
392,8908,-14145,798,-1176,894,1506
393,8875,-14168,801,-1108,768,1370
394,8842,-14184,780,-1045,671,1248
395,8804,-14195,747,-996,603,1139
396,8770,-14204,714,-966,565,1043
397,8746,-14216,686,-956,568,960
398,8718,-14226,662,-955,616,887
399,8699,-14239,660,-954,688,823
400,8723,-14248,665,-946,781,757
401,8775,-14251,648,-931,920,671
402,8972,-14253,684,-927,1016,551
403,9362,-14276,716,-946,1037,344
404,9839,-14336,780,-976,1083,-24
405,10387,-14436,899,-1011,1214,-602
406,11039,-14567,982,-1036,1279,-1371
407,11845,-14721,1042,-1025,1148,-2344
408,12849,-14898,1128,-997,934,-3578
409,13935,-15080,1262,-974,824,-5051
410,14997,-15285,1305,-937,822,-6800
411,16017,-15504,1325,-880,775,-8747
412,17046,-15649,1312,-783,778,-10811
413,18022,-15705,1182,-684,1019,-12976
414,18752,-15781,1020,-619,1442,-14955
415,19284,-15715,781,-527,1805,-16736
416,19789,-15569,593,-487,1790,-18339
417,20160,-15331,440,-547,1622,-19782
418,20294,-14963,236,-669,1625,-21081
419,20301,-14571,-15,-859,1697,-22249
420,20017,-14169,-182,-1085,1630,-23301
421,19228,-13663,-209,-1330,1267,-24248
422,18249,-12957,-317,-1500,369,-25100
423,17484,-12034,-458,-1794,-1005,-25866
424,16800,-10996,-530,-2431,-2188,-26556
425,15758,-10047,-459,-3365,-2832,-27177
426,14416,-9111,-151,-4297,-3099,-27736
427,12847,-8141,443,-4964,-2872,-28239
428,10933,-6790,988,-5317,-1827,-28692
429,8922,-5344,1406,-5639,-474,-28659
430,7280,-4101,1422,-5794,429,-27943
431,6340,-2826,1311,-5692,668,-26521
432,5919,-1525,1330,-5483,493,-24857
433,5582,-189,1352,-5147,244,-23203
434,5352,1198,1553,-4841,75,-21522
435,4907,2514,1780,-4706,240,-20139
436,4452,3487,2130,-4631,586,-19132
437,3964,4302,2276,-4494,895,-17922
438,3779,5103,2530,-4115,830,-16405
439,3607,5885,2758,-3607,829,-14740
440,3285,6530,2962,-3097,1065,-13015
441,2889,7008,3124,-2580,1432,-11165
442,2428,7274,3253,-2052,1865,-9147
443,1897,7326,3372,-1516,2330,-6875
444,1333,7194,3422,-1002,2813,-4259
445,803,6924,3336,-470,3240,-1321
446,413,6544,3099,75,3428,1874
447,269,6057,2775,644,3234,4963
448,535,5457,2483,1263,2628,7744
449,1174,4780,2407,1949,1858,10246
450,1977,4141,2316,2735,1336,12498
451,2993,3540,2088,3449,1195,14525
452,4322,2935,1694,4026,1293,16349
453,5995,2362,1394,4425,1583,17991
454,7531,1740,1249,4588,2321,19469
455,8680,1250,1019,4648,3356,20798
456,10044,756,714,4584,3745,21995
457,12173,-122,623,4360,3194,23073
458,14233,-1150,590,4045,2875,24042
459,15841,-1813,565,3795,3347,24814
460,16721,-2197,438,3470,4257,25287
461,16976,-2675,261,2936,4851,25655
462,16971,-3332,178,2366,4377,25932
463,17375,-3945,306,1895,2703,25980
464,18191,-4480,530,1393,784,25655
465,18807,-5054,724,849,-222,25031
466,18966,-5545,806,278,31,24413
467,18682,-6030,834,-312,1046,23890
468,18203,-6513,893,-923,2190,23470
469,17578,-7118,961,-1567,3032,22975
470,16988,-7827,1048,-2166,3272,22392
471,16555,-8556,1153,-2648,2953,21830
472,16218,-9275,1256,-2986,2438,21308
473,16023,-9950,1333,-3196,2035,20750
474,15645,-10563,1272,-3273,1781,20003
475,15354,-11089,1265,-3099,768,18929
476,15483,-11593,1426,-2740,-757,17695
477,15615,-11896,1604,-2335,-1533,16305
478,15432,-12169,1746,-2091,-1447,14763
479,15028,-12397,1828,-1950,-1024,13294
